"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"mmu03410","mmu03410","Base excision repair",29,0.75990908928585,1.60859885185037,0.000221735952851805,0.0046564550098879,0.00396790652471651,1262,"tags=62%, list=16%, signal=52%","Pcna/Lig1/Fen1/Pold1/Rfc3/Rfc5/Rfc4/Pole/Pold2/Parp2/Neil3/Tdp1/Pole4/Pole2/Pole3/Xrcc1/Pold3/Mbd4"
"mmu01524","mmu01524","Platinum drug resistance",51,0.698115922354187,1.54433367529797,0.000209971976976732,0.0046564550098879,0.00396790652471651,789,"tags=29%, list=10%, signal=27%","Top2a/Birc5/Gstm1/Mlh1/Cdkn1a/Fadd/Gsto1/Mgst3/Msh2/Atm/Gstt2/Msh6/Polh/Brca1/Abcc2"
"mmu04080","mmu04080","Neuroactive ligand-receptor interaction",26,-0.607701566525143,-2.20026224976433,0.000518236303442664,0.00916440730841603,0.00780926938561767,1135,"tags=46%, list=14%, signal=40%","Ptger2/Hrh2/S1pr4/Ptafr/Cnr2/C5ar1/Grik3/Fpr2/P2ry13/Adrb2/Gabbr1/Fpr1"
"mmu04814","mmu04814","Motor proteins",76,0.647564209756737,1.46435123241332,0.000545500435024764,0.00916440730841603,0.00780926938561767,776,"tags=24%, list=10%, signal=22%","Tuba1b/Tubb5/Kif15/Cenpe/Kif11/Kif20b/Kif20a/Kif4/Kif2c/Kif22/Kif18b/Tubg1/Kif14/Kif18a/Kifc1/Kifc5b/Dynll2/Kif24"
"mmu03013","mmu03013","Nucleocytoplasmic transport",91,0.620230144079469,1.41376701238595,0.000527164725021278,0.00916440730841603,0.00780926938561767,2040,"tags=55%, list=26%, signal=41%","Ran/Rangap1/Ndc1/Nup205/Cse1l/Nup85/Nup133/Ipo5/Nup37/Nup93/Nup43/Magohb/Kpna2/Xpot/Nup210/Alyref/Nup62/Nup188/Seh1l/Nup107/Nxt1/Xpo4/Thoc1/Ncbp2/Nup160/Thoc3/Aaas/Nup35/Kpna3/Thoc2l/Nup155/Rnps1/Sumo3/Ipo11/Ipo9/Gle1/Ddx39b/Xpo5/Ddx19a/Thoc6/Eif4a3/Xpo1/Nup54/Thoc7/Pym1/Alyref2/Sumo2/Ipo7/Pnn/Upf3b"
"mmu00480","mmu00480","Glutathione metabolism",24,0.755159105447637,1.56779063451602,0.000593228123595336,0.00934334294662654,0.00796174586930582,559,"tags=38%, list=7%, signal=35%","Rrm2/Rrm1/Gstm1/Sms/Gpx3/Lancl1/Gsto1/Mgst3/Gstt2"
"mmu04650","mmu04650","Natural killer cell mediated cytotoxicity",54,-0.441392303211708,-1.96909068705547,0.00109524091779847,0.0162353359579539,0.0138346221195597,1776,"tags=61%, list=23%, signal=48%","Nfatc1/H2-K1/Map2k1/Nras/Braf/Mapk3/Syk/Sos2/Itgb2l/Grb2/Tnf/Ptpn6/Pik3ca/Rac2/Pik3cd/Ptk2b/Vav3/Map2k2/Pik3r2/Itgb2/Fcer1g/Ifnar1/Raf1/Itgal/H2-D1/Hcst/Bid/Casp3/Tyrobp/Fcgr4/Ifngr2/H2-T23/Fas"
"mmu03008","mmu03008","Ribosome biogenesis in eukaryotes",57,0.647755940208513,1.44609543159693,0.00182965317334554,0.0256151444268376,0.0218274413662275,1765,"tags=51%, list=22%, signal=40%","Ran/Nop58/Nop10/Nop56/Tcof1/Rexo2/Nhp2/Dkc1/Wdr75/Wdr36/Wdr43/Rpp30/Utp15/Utp18/Imp3/Drosha/Rexo5/Heatr1/Nxt1/Snu13/Utp6/Nol6/Ak6/Utp14b/Gtpbp4/Mphosph10/Emg1/Utp4/Xpo1"
"mmu05332","mmu05332","Graft-versus-host disease",11,-0.749913906440018,-1.97430499585484,0.00287031930400419,0.0373022312195584,0.0317863624427315,350,"tags=64%, list=4%, signal=61%","Cd80/H2-D1/H2-T23/H2-T22/Fas/Il1b/H2-Q10"
"mmu00983","mmu00983","Drug metabolism - other enzymes",28,0.705958194955189,1.4887538271573,0.0029604945412348,0.0373022312195584,0.0317863624427315,862,"tags=46%, list=11%, signal=41%","Rrm2/Rrm1/Tk1/Dut/Impdh1/Gstm1/Nme1/Impdh2/Gsto1/Mgst3/Gstt2/Uck2/Umps"
"mmu05150","mmu05150","Staphylococcus aureus infection",14,-0.669558375191245,-1.8897786022943,0.00314275404819041,0.0377130485782849,0.0321364323724734,1039,"tags=71%, list=13%, signal=62%","Itgb2/Itgam/Itgal/Ptafr/Fcgr4/Fcgr3/C5ar1/Fpr2/Selplg/Fpr1"
"mmu05140","mmu05140","Leishmaniasis",45,-0.436436409014107,-1.76887859843116,0.00348839409462238,0.0382206657323843,0.0325689883433851,1769,"tags=53%, list=23%, signal=42%","Tab2/Elk1/Nfkbib/Mapk3/Itgb2l/Tnf/Stat1/Ptpn6/Ncf1/Mapk13/Itgb2/Cr1l/Jak1/Itgam/Myd88/Irak4/Fcgr4/Jun/Ncf2/Ifngr2/Fcgr3/Fos/Il1b/Tlr2"
"mmu03420","mmu03420","Nucleotide excision repair",47,0.661825089282399,1.45009467981048,0.00345787153836706,0.0382206657323843,0.0325689883433851,1422,"tags=40%, list=18%, signal=33%","Pcna/Lig1/Pold1/Rpa1/Rfc3/Rfc5/Rfc4/Pole/Rpa2/Pold2/Rpa3/Pole4/Pole2/Pole3/Polr2m/Pold3/Ddb2/Polr2l/Polr2d"
"mmu05203","mmu05203","Viral carcinogenesis",138,0.56944404293252,1.30629584134376,0.00420146779888697,0.0441154118883132,0.0375920803058308,1056,"tags=20%, list=13%, signal=17%","Ccna2/Cdk1/Cdc20/Ranbp1/Ccne2/Ccne1/Skp2/Cdk4/Chek1/Cdkn1a/H2bc15/H2bc9/H2bc11/H4c6/H2bc12/H2bc14/H2bc13/H2bc7/H2bc3/H2bc8/H4c4/Dnaja3/H2bc21/Hdac2/Hdac6/Cdk6/Rbl1"
